Date,Close,High,Low,Open,Volume,company_name
2020-01-02,5.972709655761719,5.972709655761719,5.8932930200178415,5.943830922295436,237536000,NVIDIA
2020-01-03,5.87711238861084,5.920928852475165,5.828067864414396,5.852963593311093,205384000,NVIDIA
2020-01-06,5.901758670806885,5.906986731004115,5.7576133111709655,5.783753612157114,262636000,NVIDIA
2020-01-07,5.973208427429199,6.019016389767921,5.885077875706448,5.930138904576814,314856000,NVIDIA
2020-01-08,5.984411239624023,6.025738074340732,5.928894094117327,5.96897588148792,277108000,NVIDIA
2020-01-09,6.050137042999268,6.122583429791417,5.9963625718214075,6.070800464998948,255112000,NVIDIA
2020-01-10,6.0824995040893555,6.187808091828482,6.068309193971866,6.157435490903406,316296000,NVIDIA
2020-01-13,6.273200511932373,6.298345055146926,6.142996195216413,6.165651593424438,319840000,NVIDIA
2020-01-14,6.156191825866699,6.255774255425361,6.142996791879736,6.230380415366528,359088000,NVIDIA
2020-01-15,6.113619327545166,6.191293757279299,6.087727850967122,6.168887653515744,263104000,NVIDIA
2020-01-16,6.197268486022949,6.203243478428543,6.143742848739055,6.167144704474955,284192000,NVIDIA
2020-01-17,6.205982685089111,6.223907664522405,6.158432034330932,6.216438804380248,253792000,NVIDIA
2020-01-21,6.172622203826904,6.206231358835837,6.138514934919718,6.169385650604325,217916000,NVIDIA
2020-01-22,6.2266459465026855,6.313282632634154,6.199011781976635,6.217932513980639,239240000,NVIDIA
2020-01-23,6.295109748840332,6.303574363047856,6.177851622070898,6.266729121556851,244516000,NVIDIA
2020-01-24,6.235857963562012,6.460416669726017,6.1815853834385734,6.410625215974029,373512000,NVIDIA
2020-01-27,5.979930877685547,6.030966903927453,5.781512471732847,5.931135177198526,470536000,NVIDIA
2020-01-28,6.17336893081665,6.205733037420926,5.992626243297952,6.045903060540298,310976000,NVIDIA
2020-01-29,6.11287260055542,6.195028152465774,6.073039159621953,6.158929378559876,258848000,NVIDIA
2020-01-30,6.119594573974609,6.13303842672881,5.960013876482431,6.015032910357498,290504000,NVIDIA
2020-01-31,5.886073589324951,6.085736549108136,5.844249114148539,6.073786563387318,370420000,NVIDIA
2020-02-03,5.9831671714782715,6.002585543127391,5.861676276932812,5.867900089648736,255564000,NVIDIA
2020-02-04,6.152457237243652,6.171627264734755,6.075032093142522,6.125072365542695,271544000,NVIDIA
2020-02-05,6.242828845977783,6.283657573028994,6.159428230355004,6.273450272554565,208220000,NVIDIA
2020-02-06,6.329712867736816,6.329712867736816,6.1960236645075675,6.27718346033745,218284000,NVIDIA
2020-02-07,6.263493061065674,6.311790654923093,6.23809921644255,6.289633364489566,189752000,NVIDIA
2020-02-10,6.546803951263428,6.547550409885807,6.2811672485299805,6.286146488424555,529608000,NVIDIA
2020-02-11,6.669290065765381,6.78405902773847,6.593109500399379,6.6550997545095365,638556000,NVIDIA
2020-02-12,6.785054683685303,6.791527790373585,6.6832314618840165,6.722068677474387,374644000,NVIDIA
2020-02-13,6.741238117218018,6.808456428652822,6.699662462885619,6.727047806399006,528016000,NVIDIA
2020-02-14,7.214504241943359,7.343463510847542,7.120149881632418,7.151518236943763,1041924000,NVIDIA
2020-02-18,7.383296966552734,7.401720059646766,7.0917692538551025,7.1111876251368,620164000,NVIDIA
2020-02-19,7.834655284881592,7.852331445864469,7.505784196146457,7.505784196146457,694332000,NVIDIA
2020-02-20,7.685280799865723,7.874985274307281,7.377819633020059,7.786605906256129,810052000,NVIDIA
2020-02-21,7.3210577964782715,7.598146374338456,7.236163797120909,7.5730018298766515,768180000,NVIDIA
2020-02-24,6.803476810455322,7.017330537739349,6.6720279286582125,6.726549318274222,856916000,NVIDIA
2020-02-25,6.523900032043457,6.940652838446092,6.422076803304993,6.878662580999284,1055496000,NVIDIA
2020-02-26,6.66331672668457,6.85750285560937,6.522656727216764,6.524150119666772,747732000,NVIDIA
2020-02-27,6.292398929595947,6.65111063731642,6.199980805842952,6.349693025409955,906416000,NVIDIA
2020-02-28,6.727585315704346,6.787121548829875,6.023115906279682,6.039805816985564,1133252000,NVIDIA
2020-03-02,6.886015892028809,6.914912380433257,6.501646698640719,6.897724058480557,890744000,NVIDIA
2020-03-03,6.623460292816162,7.001602010615177,6.538017081366143,6.941816801982937,652792000,NVIDIA
2020-03-04,7.087292671203613,7.0967586961759554,6.656091310892705,6.730823162010748,597408000,NVIDIA
2020-03-05,6.807796955108643,7.054660044424946,6.7632069060369,6.887759521157765,540328000,NVIDIA
2020-03-06,6.627194881439209,6.685734756521808,6.426914084219726,6.6281912300370935,515412000,NVIDIA
2020-03-09,6.114039421081543,6.461790327800751,5.933189051119755,5.976034899514519,614160000,NVIDIA
2020-03-10,6.503638744354248,6.503638744354248,6.127739265412569,6.390544861684652,580648000,NVIDIA
2020-03-11,6.1396965980529785,6.392040324001195,6.042545707959731,6.363642247247492,499964000,NVIDIA
2020-03-12,5.388395309448242,5.8818725146378315,5.375690794595212,5.6163263457188535,816540000,NVIDIA
2020-03-13,5.999449729919434,6.003933536233202,5.470599575524825,5.74187484637782,634836000,NVIDIA
2020-03-16,4.892426490783691,5.632269316720152,4.832641293508207,5.291243916139393,726972000,NVIDIA
2020-03-17,5.412309169769287,5.501738236486458,4.7579100022747225,5.004773092090757,833632000,NVIDIA
2020-03-18,5.0523529052734375,5.2297158281595655,4.500834146316533,4.984596432526563,874268000,NVIDIA
2020-03-19,5.30519437789917,5.398857808850324,4.817446285131416,5.030929082517872,765512000,NVIDIA
2020-03-20,5.125339984893799,5.737391205016616,5.1098953931564095,5.455404109446859,804636000,NVIDIA
2020-03-23,5.2982177734375,5.392629038218795,4.94523578403476,5.124342371685618,643876000,NVIDIA
2020-03-24,6.207205295562744,6.293894303253935,5.680846087983507,5.704510918959568,1101644000,NVIDIA
2020-03-25,6.118522644042969,6.522072845053635,6.069697757358322,6.322290441921385,793432000,NVIDIA
2020-03-26,6.40798282623291,6.532037022693763,6.227630417479036,6.325777648596913,696108000,NVIDIA
2020-03-27,6.295635223388672,6.554455388214186,6.194747457156366,6.2276293324295064,638828000,NVIDIA
2020-03-30,6.615985870361328,6.625202927403982,6.317059401463064,6.36115103899599,602252000,NVIDIA
2020-03-31,6.566413879394531,6.860358120752145,6.420687075782608,6.656091437255974,949960000,NVIDIA
2020-04-01,6.0550007820129395,6.514849215538795,6.010411206980495,6.368375500016967,656912000,NVIDIA
2020-04-02,6.3638916015625,6.377094053463869,6.036069119062603,6.084146151507411,675764000,NVIDIA
2020-04-03,6.075926303863525,6.367877400505166,5.938420195255603,6.326276869608279,663212000,NVIDIA
2020-04-06,6.6859846115112305,6.722852365304801,6.300618588695755,6.358162122811267,727884000,NVIDIA
2020-04-07,6.452572345733643,6.931352788830368,6.409477059969126,6.907687489351205,784520000,NVIDIA
2020-04-08,6.649863243103027,6.674773858148314,6.4916813839654885,6.561679979428818,542444000,NVIDIA
2020-04-09,6.550220489501953,6.7985782803352635,6.487196816630341,6.775660840271263,525564000,NVIDIA
2020-04-13,6.722104072570801,6.730822716688158,6.402003923889379,6.490436157154261,398408000,NVIDIA
2020-04-14,7.073342323303223,7.107469519310405,6.82274236090952,6.850393053529761,530948000,NVIDIA
2020-04-15,6.995871067047119,7.0788231528143495,6.8598597316528584,6.905196685074108,366148000,NVIDIA
2020-04-16,7.341129779815674,7.448245087559346,7.1381093920163785,7.151311841654752,745620000,NVIDIA
2020-04-17,7.281843185424805,7.444757816553697,7.147824563212531,7.4233346594423395,539120000,NVIDIA
2020-04-20,7.150564193725586,7.311237149324955,7.106223596990846,7.155297443028239,449388000,NVIDIA
2020-04-21,6.713634014129639,7.093768301369405,6.653848825676864,7.032488827674881,735160000,NVIDIA
2020-04-22,7.12814474105835,7.170991052913897,6.860356954917682,6.90594286882871,483356000,NVIDIA
2020-04-23,7.074837684631348,7.302270795206123,7.04967809721971,7.170245322178215,424160000,NVIDIA
2020-04-24,7.21383810043335,7.215830797788394,6.989892461940318,7.064624314320586,352328000,NVIDIA
2020-04-27,7.400417327880859,7.560342915708871,7.323692785635314,7.348354432301207,479388000,NVIDIA
2020-04-28,7.257929801940918,7.577781011702424,7.2524496465999135,7.5478881754548715,442904000,NVIDIA
2020-04-29,7.434794902801514,7.487605185245259,7.317466171578935,7.392695962856682,379160000,NVIDIA
2020-04-30,7.280847549438477,7.434794583415721,7.266897717897561,7.380738511064173,375916000,NVIDIA
2020-05-01,7.0441975593566895,7.196649836228696,6.995871084634672,7.083306977260118,342096000,NVIDIA
2020-05-04,7.256186008453369,7.2698868718146,6.99686737865916,6.99686737865916,317556000,NVIDIA
2020-05-05,7.317216396331787,7.479882064073152,7.256185412317749,7.360311680230249,368896000,NVIDIA
2020-05-06,7.41810417175293,7.5229778265667155,7.3588173879229135,7.39668148775447,323464000,NVIDIA
2020-05-07,7.594470977783203,7.657743633586843,7.506038735718719,7.557354256934322,373732000,NVIDIA
2020-05-08,7.784539222717285,7.790766759069345,7.632335896630538,7.6662141315058685,339216000,NVIDIA
2020-05-11,8.036633491516113,8.083465208101732,7.75090946645462,7.779556511968252,469060000,NVIDIA
2020-05-12,7.774571895599365,8.143247422164665,7.764856904489571,8.094423023160289,493060000,NVIDIA
2020-05-13,7.752152919769287,8.049584071541382,7.567565711800657,7.889160570041408,625852000,NVIDIA
2020-05-14,8.001760482788086,8.007240639487824,7.65998761666344,7.813685724013115,602312000,NVIDIA
2020-05-15,8.460359573364258,8.470074090061855,7.845816852416871,7.861510410399932,987660000,NVIDIA
2020-05-18,8.718931198120117,8.884586388548017,8.6494310127346,8.729144602814307,774460000,NVIDIA
2020-05-19,8.773982048034668,9.054972260311247,8.731384708026544,8.758786427893462,717320000,NVIDIA
2020-05-20,8.937896728515625,9.010635416655411,8.85693733137606,8.958821478506978,587536000,NVIDIA
2020-05-21,8.743844032287598,9.020101100066157,8.706228895329847,9.019105226391648,761068000,NVIDIA
2020-05-22,8.99394416809082,9.060455788697135,8.682064695436766,8.793663351359584,1038764000,NVIDIA
2020-05-26,8.68654727935791,9.14888724341948,8.640961360921684,9.123976152537182,770780000,NVIDIA
2020-05-27,8.49473762512207,8.601851996548499,7.968128629846141,8.594130175572717,1175892000,NVIDIA
2020-05-28,8.456624984741211,8.729145602595496,8.349259738970803,8.382141622401289,734896000,NVIDIA
2020-05-29,8.843732833862305,8.843732833862305,8.454630429970205,8.523881647488603,745256000,NVIDIA
2020-06-01,8.77472972869873,8.809106365733536,8.658397843403566,8.801633514294966,389876000,NVIDIA
2020-06-02,8.793662071228027,8.805619204087826,8.627011016777246,8.764766537889338,391320000,NVIDIA
2020-06-03,8.738110542297363,8.834514497250055,8.668859338540512,8.79067231617906,365440000,NVIDIA
2020-06-04,8.739110946655273,8.915307951433638,8.650388313186495,8.700730450365272,424280000,NVIDIA
2020-06-05,8.892129898071289,8.968888980051814,8.680792389945124,8.767022291527951,481748000,NVIDIA
2020-06-08,8.77748966217041,8.861974090615535,8.658611954317422,8.849513336180427,387736000,NVIDIA
2020-06-09,9.01773452758789,9.081285601453656,8.723906236917093,8.772503837316068,468488000,NVIDIA
2020-06-10,9.337484359741211,9.470318270198108,9.124900476748746,9.139106707104215,632180000,NVIDIA
2020-06-11,8.768767356872559,9.232313713247063,8.758549290684753,9.121411378573432,583652000,NVIDIA
2020-06-12,8.904592514038086,9.158546862084368,8.676058794208593,9.13387443067399,570908000,NVIDIA
2020-06-15,9.145087242126465,9.15356078339735,8.7164304400905,8.787707819563549,400004000,NVIDIA
2020-06-16,9.040165901184082,9.237797256085665,8.811134052629669,9.196177745621114,535716000,NVIDIA
2020-06-17,9.20714282989502,9.26994571703587,9.04191020211945,9.085275186891518,408304000,NVIDIA
2020-06-18,9.189199447631836,9.253497777619863,9.086022460703258,9.198171152865923,254408000,NVIDIA
2020-06-19,9.232315063476562,9.415491134255847,9.198421843255298,9.213624403760143,524160000,NVIDIA
